"","X.m..d..y","FORD"
"1","2/2/1984",0.02523659
"2","2/3/1984",-0.03692308
"3","2/6/1984",-0.01597444
"4","2/7/1984",-0.006493506
"5","2/8/1984",-0.0130719
"6","2/9/1984",-0.01655629
"7","2/10/1984",0.006734007
"8","2/13/1984",-0.003344482
"9","2/14/1984",0.05033557
"10","2/15/1984",-0.003194888
"11","2/16/1984",0.009615385
"12","2/17/1984",-0.04126984
"13","2/21/1984",-0.0397351
"14","2/22/1984",-0.003448276
"15","2/23/1984",0.003460208
"16","2/24/1984",0.04482759
"17","2/27/1984",0.04290429
"18","2/28/1984",-0.05696202
"19","2/29/1984",0
"20","3/1/1984",0.01006711
"21","3/2/1984",0.03654485
"22","3/5/1984",0
"23","3/6/1984",-0.01602564
"24","3/7/1984",-0.01628665
"25","3/8/1984",0.003311258
"26","3/9/1984",-0.01320132
"27","3/12/1984",0.02006689
"28","3/13/1984",0.006557377
"29","3/14/1984",0.01302932
"30","3/15/1984",0.0192926
"31","3/16/1984",0
"32","3/19/1984",-0.02523659
"33","3/20/1984",-0.02588997
"34","3/21/1984",0.003322259
"35","3/22/1984",-0.0397351
"36","3/23/1984",0.02413793
"37","3/26/1984",-0.02356902
"38","3/27/1984",-0.003448276
"39","3/28/1984",0.02768166
"40","3/29/1984",-0.01010101
"41","3/30/1984",-0.00340136
"42","4/2/1984",-0.003412969
"43","4/3/1984",-0.01712329
"44","4/4/1984",-0.01045296
"45","4/5/1984",-0.06338028
"46","4/6/1984",0.01879699
"47","4/9/1984",0
"48","4/10/1984",0.003690037
"49","4/11/1984",0
"50","4/12/1984",0.05147059
"51","4/13/1984",-0.02447552
"52","4/16/1984",0.01792115
"53","4/17/1984",0.01408451
"54","4/18/1984",-0.01388889
"55","4/19/1984",-0.01056338
"56","4/23/1984",-0.01423488
"57","4/24/1984",0.003610108
"58","4/25/1984",0.007194245
"59","4/26/1984",0.02571429
"60","4/27/1984",0.003521127
"61","4/30/1984",0.02807018
"62","5/1/1984",0.03412969
"63","5/2/1984",-0.00660066
"64","5/3/1984",-0.02990033
"65","5/4/1984",-0.02739726
"66","5/7/1984",-0.01760563
"67","5/8/1984",0.01433692
"68","5/9/1984",-0.02120141
"69","5/10/1984",0
"70","5/11/1984",0.01444043
"71","5/14/1984",-0.003558719
"72","5/15/1984",-0.003571429
"73","5/16/1984",-0.003584229
"74","5/17/1984",-0.003597122
"75","5/18/1984",-0.003610108
"76","5/21/1984",0
"77","5/22/1984",0.01086957
"78","5/23/1984",0.01792115
"79","5/24/1984",0.02112676
"80","5/25/1984",0.01724138
"81","5/29/1984",-0.02711864
"82","5/30/1984",0.0174216
"83","5/31/1984",0.01369863
"84","6/1/1984",0.04054054
"85","6/4/1984",-0.003246753
"86","6/5/1984",0.006514658
"87","6/6/1984",-0.01618123
"88","6/7/1984",-0.003289474
"89","6/8/1984",-0.00330033
"90","6/11/1984",-0.04635762
"91","6/12/1984",-0.003472222
"92","6/13/1984",0.02439024
"93","6/14/1984",-0.03401361
"94","6/15/1984",-0.01760563
"95","6/18/1984",0.0609319
"96","6/19/1984",-0.02027027
"97","6/20/1984",0.03103448
"98","6/21/1984",-0.02675585
"99","6/22/1984",-0.003436426
"100","6/25/1984",-0.02068966
"101","6/26/1984",0
"102","6/27/1984",-0.01408451
"103","6/28/1984",0.02142857
"104","6/29/1984",0.01048951
"105","7/2/1984",0.02076125
"106","7/3/1984",0.01355932
"107","7/5/1984",-0.02006689
"108","7/6/1984",-0.006825938
"109","7/9/1984",0.03780069
"110","7/10/1984",0.01986755
"111","7/11/1984",-0.05519481
"112","7/12/1984",0.01030928
"113","7/13/1984",0.01360544
"114","7/16/1984",0.02348993
"115","7/17/1984",0.01639344
"116","7/18/1984",-0.003225806
"117","7/19/1984",0
"118","7/20/1984",-0.009708738
"119","7/23/1984",-0.02941176
"120","7/24/1984",-0.02356902
"121","7/25/1984",0.02413793
"122","7/26/1984",0.02020202
"123","7/27/1984",0.03366337
"124","7/30/1984",-0.003225806
"125","7/31/1984",0.02265372
"126","8/1/1984",0.02531646
"127","8/2/1984",0.02777778
"128","8/3/1984",0.03303303
"129","8/6/1984",0.03488372
"130","8/7/1984",0.0252809
"131","8/8/1984",-0.01643836
"132","8/9/1984",0.02506964
"133","8/10/1984",-0.01902174
"134","8/13/1984",0.002770083
"135","8/14/1984",-0.005524862
"136","8/15/1984",-0.03333334
"137","8/16/1984",0.01149425
"138","8/17/1984",0.005681818
"139","8/20/1984",0.01412429
"140","8/21/1984",0.01949861
"141","8/22/1984",-0.01912568
"142","8/23/1984",0.005571031
"143","8/24/1984",0.008310249
"144","8/27/1984",-0.01923077
"145","8/28/1984",-0.008403362
"146","8/29/1984",-0.04237288
"147","8/30/1984",0.002949852
"148","8/31/1984",0.00882353
"149","9/4/1984",0.005830904
"150","9/5/1984",-0.0115942
"151","9/6/1984",0.02932551
"152","9/7/1984",-0.01709402
"153","9/10/1984",-0.005797102
"154","9/11/1984",-0.002915452
"155","9/12/1984",0.01754386
"156","9/13/1984",0.03448276
"157","9/14/1984",0.008333334
"158","9/17/1984",0.02203857
"159","9/18/1984",-0.01347709
"160","9/19/1984",-0.008196721
"161","9/20/1984",0.01101928
"162","9/21/1984",-0.01634877
"163","9/24/1984",0.0166205
"164","9/25/1984",0.005449591
"165","9/26/1984",0.02439024
"166","9/27/1984",0.01058201
"167","9/28/1984",-0.04188482
"168","10/1/1984",-0.008196721
"169","10/2/1984",-0.008264462
"170","10/3/1984",-0.02222222
"171","10/4/1984",0.01136364
"172","10/5/1984",-0.002808989
"173","10/8/1984",-0.002816901
"174","10/9/1984",-0.005649718
"175","10/10/1984",0.02272727
"176","10/11/1984",0.03055556
"177","10/12/1984",0.002695418
"178","10/15/1984",0.02419355
"179","10/16/1984",-0.0183727
"180","10/17/1984",0.02139037
"181","10/18/1984",0.05759162
"182","10/19/1984",-0.00990099
"183","10/22/1984",0
"184","10/23/1984",-0.005
"185","10/24/1984",0
"186","10/25/1984",0
"187","10/26/1984",-0.03718593
"188","10/29/1984",-0.02631579
"189","10/30/1984",0.02162162
"190","10/31/1984",-0.007936508
"191","11/1/1984",0.024
"192","11/2/1984",-0.005208333
"193","11/5/1984",0
"194","11/6/1984",0.0104712
"195","11/7/1984",-0.01813472
"196","11/8/1984",0.007915568
"197","11/9/1984",-0.002617801
"198","11/12/1984",-0.002624672
"199","11/13/1984",0
"200","11/14/1984",-0.002631579
"201","11/15/1984",-0.01846966
"202","11/16/1984",-0.02150538
"203","11/19/1984",-0.02197802
"204","11/20/1984",0.005617978
"205","11/21/1984",-0.002793296
"206","11/23/1984",0.04481793
"207","11/26/1984",-3.45e-10
"208","11/27/1984",0.01897019
"209","11/28/1984",-0.02393617
"210","11/29/1984",-0.002724796
"211","11/30/1984",-0.0136612
"212","12/3/1984",-0.01385042
"213","12/4/1984",0.005617978
"214","12/5/1984",-0.03072626
"215","12/6/1984",-0.01440922
"216","12/7/1984",-0.00877193
"217","12/10/1984",0.008849557
"218","12/11/1984",0.002923977
"219","12/12/1984",-0.005830904
"220","12/13/1984",0.002932551
"221","12/14/1984",0.01754386
"222","12/17/1984",0.0316092
"223","12/18/1984",0.03064067
"224","12/19/1984",-0.01081081
"225","12/20/1984",-0.01912568
"226","12/21/1984",0
"227","12/24/1984",0.008356546
"228","12/26/1984",0
"229","12/27/1984",-0.008287293
"230","12/28/1984",0.01671309
"231","12/31/1984",0
"232","1/2/1985",-0.02191781
"233","1/3/1985",-0.02521008
"234","1/4/1985",-0.00862069
"235","1/7/1985",0.002898551
"236","1/8/1985",0.01156069
"237","1/9/1985",0.01142857
"238","1/10/1985",0.03954802
"239","1/11/1985",0.002717391
"240","1/14/1985",0.0406504
"241","1/15/1985",-0.01041667
"242","1/16/1985",0.01052632
"243","1/17/1985",-0.01041667
"244","1/18/1985",0.005263158
"245","1/21/1985",0.03664922
"246","1/22/1985",0
"247","1/23/1985",0.03030303
"248","1/24/1985",-0.01470588
"249","1/25/1985",-0.005025126
"250","1/28/1985",-0.01515152
"251","1/29/1985",-0.005128205
"252","1/30/1985",0.007731959
"253","1/31/1985",-0.002557545
"254","2/1/1985",-0.02564103
"255","2/4/1985",0.01052632
"256","2/5/1985",-0.02604167
"257","2/6/1985",-0.02406417
"258","2/7/1985",0.002739726
"259","2/8/1985",-0.00273224
"260","2/11/1985",-0.008219178
"261","2/12/1985",0.01381215
"262","2/13/1985",0.01089918
"263","2/14/1985",-0.01078167
"264","2/15/1985",-0.005449591
"265","2/19/1985",-0.005479452
"266","2/20/1985",-0.01101928
"267","2/21/1985",-0.02506964
"268","2/22/1985",0.01142857
"269","2/25/1985",-0.01129944
"270","2/26/1985",0.01142857
"271","2/27/1985",0.002824859
"272","2/28/1985",0.005633803
"273","3/1/1985",0.01960784
"274","3/4/1985",-0.008241759
"275","3/5/1985",0.002770083
"276","3/6/1985",-0.01381215
"277","3/7/1985",-0.01120448
"278","3/8/1985",0.002832861
"279","3/11/1985",-0.005649718
"280","3/12/1985",0.008522728
"281","3/13/1985",-0.01690141
"282","3/14/1985",-0.00286533
"283","3/15/1985",-0.00862069
"284","3/18/1985",-0.008695652
"285","3/19/1985",0.02046784
"286","3/20/1985",-0.02292264
"287","3/21/1985",0.005865103
"288","3/22/1985",-0.005830904
"289","3/25/1985",0.005865103
"290","3/26/1985",-0.008746356
"291","3/27/1985",0.005882353
"292","3/28/1985",0.01461988
"293","3/29/1985",-0.02305475
"294","4/1/1985",0.01179941
"295","4/2/1985",-0.002915452
"296","4/3/1985",-0.005847953
"297","4/4/1985",0
"298","4/8/1985",-0.01176471
"299","4/9/1985",0.01488095
"300","4/10/1985",0.01466276
"301","4/11/1985",0.01156069
"302","4/12/1985",0.005714286
"303","4/15/1985",0.01136364
"304","4/16/1985",-0.01123596
"305","4/17/1985",0.01136364
"306","4/18/1985",-0.0252809
"307","4/19/1985",0
"308","4/22/1985",-0.005763689
"309","4/23/1985",0.005797102
"310","4/24/1985",-0.002881844
"311","4/25/1985",0.01156069
"312","4/26/1985",-0.02057143
"313","4/29/1985",-0.02071006
"314","4/30/1985",-0.01208459
"315","5/1/1985",-0.01834862
"316","5/2/1985",0.01557632
"317","5/3/1985",0.006134969
"318","5/6/1985",0.009146341
"319","5/7/1985",0.006042296
"320","5/8/1985",-0.01501502
"321","5/9/1985",0.02743902
"322","5/10/1985",0.02077151
"323","5/13/1985",-0.02325581
"324","5/14/1985",-0.02380952
"325","5/15/1985",0
"326","5/16/1985",0.006097561
"327","5/17/1985",0.009090909
"328","5/20/1985",0.03303303
"329","5/21/1985",0.01453488
"330","5/22/1985",-0.01432665
"331","5/23/1985",-0.008720931
"332","5/24/1985",0.002932551
"333","5/28/1985",0.02631579
"334","5/29/1985",0.01139601
"335","5/30/1985",-0.01971831
"336","5/31/1985",0
"337","6/3/1985",-0.002873563
"338","6/4/1985",0.0259366
"339","6/5/1985",0.008426966
"340","6/6/1985",0.01671309
"341","6/7/1985",-0.002739726
"342","6/10/1985",-0.002747253
"343","6/11/1985",-0.002754821
"344","6/12/1985",0.002762431
"345","6/13/1985",-0.02479339
"346","6/14/1985",0.03107345
"347","6/17/1985",0
"348","6/18/1985",-0.008219178
"349","6/19/1985",-0.01657459
"350","6/20/1985",0.005617978
"351","6/21/1985",0.008379889
"352","6/24/1985",-0.005540166
"353","6/25/1985",-0.005571031
"354","6/26/1985",-0.008403362
"355","6/27/1985",0.01129944
"356","6/28/1985",0.008379889
"357","7/1/1985",0.01939058
"358","7/2/1985",-0.01086957
"359","7/3/1985",-0.01098901
"360","7/5/1985",0
"361","7/8/1985",-0.02777778
"362","7/9/1985",-0.005714286
"363","7/10/1985",0.02011494
"364","7/11/1985",-0.01690141
"365","7/12/1985",-0.01146132
"366","7/15/1985",-0.008695652
"367","7/16/1985",0.01169591
"368","7/17/1985",0.00867052
"369","7/18/1985",-0.00286533
"370","7/19/1985",-0.00862069
"371","7/22/1985",0.002898551
"372","7/23/1985",0.002890173
"373","7/24/1985",0.005763689
"374","7/25/1985",0.01432665
"375","7/26/1985",0.008474576
"376","7/29/1985",-0.01960784
"377","7/30/1985",0.01371429
"378","7/31/1985",0.02
"379","8/1/1985",0
"380","8/2/1985",-0.005602241
"381","8/5/1985",-0.005633803
"382","8/6/1985",-0.01133144
"383","8/7/1985",0.01432665
"384","8/8/1985",0.01129944
"385","8/9/1985",-0.01396648
"386","8/12/1985",0
"387","8/13/1985",-0.005665722
"388","8/14/1985",-0.008547009
"389","8/15/1985",0.002873563
"390","8/16/1985",-0.01146132
"391","8/19/1985",0.008695652
"392","8/20/1985",0.00862069
"393","8/21/1985",0.008547009
"394","8/22/1985",-0.01129944
"395","8/23/1985",0
"396","8/26/1985",0.008571428
"397","8/27/1985",0
"398","8/28/1985",-0.005665722
"399","8/29/1985",-0.002849003
"400","8/30/1985",0.005714286
"401","9/3/1985",0
"402","9/4/1985",0
"403","9/5/1985",0.002840909
"404","9/6/1985",0.01416431
"405","9/9/1985",0
"406","9/10/1985",-0.002793296
"407","9/11/1985",-0.002801121
"408","9/12/1985",-0.005617978
"409","9/13/1985",0
"410","9/16/1985",0.01129944
"411","9/17/1985",-0.01675978
"412","9/18/1985",-0.01704546
"413","9/19/1985",0.005780347
"414","9/20/1985",-0.01149425
"415","9/23/1985",0.02325581
"416","9/24/1985",0
"417","9/25/1985",-0.002840909
"418","9/26/1985",0.008547009
"419","9/30/1985",0
"420","10/1/1985",0.02259887
"421","10/2/1985",0.01104972
"422","10/3/1985",-0.00273224
"423","10/4/1985",-0.01917808
"424","10/7/1985",-0.002793296
"425","10/8/1985",0.005602241
"426","10/9/1985",-0.002785515
"427","10/10/1985",0.01675978
"428","10/11/1985",0.02747253
"429","10/14/1985",0.005347594
"430","10/15/1985",-0.007978723
"431","10/16/1985",0.00536193
"432","10/17/1985",0.005333333
"433","10/18/1985",0
"434","10/21/1985",0.00530504
"435","10/22/1985",0.002638523
"436","10/23/1985",-0.01315789
"437","10/24/1985",-0.016
"438","10/25/1985",-0.01626016
"439","10/28/1985",0.01818182
"440","10/29/1985",0.01098901
"441","10/30/1985",0.02173913
"442","10/31/1985",-0.0106383
"443","11/1/1985",0.01612903
"444","11/4/1985",0
"445","11/5/1985",0.01851852
"446","11/6/1985",-0.002597403
"447","11/7/1985",-0.02083333
"448","11/8/1985",0.007978723
"449","11/11/1985",0.01319261
"450","11/12/1985",0.002604167
"451","11/13/1985",0.01818182
"452","11/14/1985",0.04336735
"453","11/15/1985",0.04889975
"454","11/18/1985",0.00932401
"455","11/19/1985",0.02078522
"456","11/20/1985",-0.02488688
"457","11/21/1985",0.01392111
"458","11/22/1985",0.009153318
"459","11/25/1985",-0.01133787
"460","11/26/1985",-0.006880734
"461","11/27/1985",0.002309469
"462","11/29/1985",-0.004608295
"463","12/2/1985",-0.01157407
"464","12/3/1985",0.004683841
"465","12/4/1985",0.02797203
"466","12/5/1985",0.006802721
"467","12/6/1985",-0.02027027
"468","12/9/1985",0.0183908
"469","12/10/1985",0.01128668
"470","12/11/1985",0.008928572
"471","12/12/1985",-0.004424779
"472","12/13/1985",0.02222222
"473","12/16/1985",0.01521739
"474","12/17/1985",0.004282655
"475","12/18/1985",0.002132196
"476","12/19/1985",0
"477","12/20/1985",-0.02340426
"478","12/23/1985",-0.03921569
"479","12/24/1985",-0.006802721
"480","12/26/1985",0.02283105
"481","12/27/1985",0.02232143
"482","12/30/1985",0.008733625
"483","12/31/1985",0.004329004
"484","1/2/1986",-0.00862069
"485","1/3/1986",-0.006521739
"486","1/6/1986",-0.004376368
"487","1/7/1986",0.01538462
"488","1/8/1986",-0.03246753
"489","1/9/1986",-0.01565995
"490","1/10/1986",0.01136364
"491","1/13/1986",0.02921348
"492","1/14/1986",-0.008733625
"493","1/15/1986",0.01321586
"494","1/16/1986",0.0326087
"495","1/17/1986",0.01473684
"496","1/20/1986",-0.002074689
"497","1/21/1986",-0.004158004
"498","1/22/1986",0.006263048
"499","1/23/1986",-0.01037344
"500","1/24/1986",0.01174004
"501","1/27/1986",0.01467505
"502","1/28/1986",0.03512397
"503","1/29/1986",0.0239521
"504","1/30/1986",-0.01754386
"505","1/31/1986",-0.005952381
"506","2/3/1986",0.01397206
"507","2/4/1986",0.01181102
"508","2/5/1986",-0.01361868
"509","2/6/1986",-0.003944773
"510","2/7/1986",0.01782178
"511","2/10/1986",0.02723735
"512","2/11/1986",0.03787879
"513","2/12/1986",0
"514","2/13/1986",0.02919708
"515","2/14/1986",-0.005319149
"516","2/18/1986",0.001782531
"517","2/19/1986",-0.01245552
"518","2/20/1986",0.03603604
"519","2/21/1986",-0.003478261
"520","2/24/1986",-0.005235602
"521","2/25/1986",-0.02631579
"522","2/26/1986",0.01801802
"523","2/27/1986",0.02123894
"524","2/28/1986",-0.005199307
"525","3/3/1986",-0.005226481
"526","3/4/1986",0.008756568
"527","3/5/1986",-0.01041667
"528","3/6/1986",0.01754386
"529","3/7/1986",-0.003448276
"530","3/10/1986",0.001730104
"531","3/11/1986",0.001727116
"532","3/12/1986",-0.006896552
"533","3/13/1986",0.01041667
"534","3/14/1986",0.006872852
"535","3/17/1986",-0.008532424
"536","3/18/1986",0.01032702
"537","3/19/1986",0.03577513
"538","3/20/1986",0.05263158
"539","3/21/1986",-0.009375
"540","3/24/1986",0.01577287
"541","3/25/1986",0.0310559
"542","3/26/1986",-0.001506024
"543","3/27/1986",0.001508296
"544","3/31/1986",-0.01355422
"545","4/1/1986",-0.01984733
"546","4/2/1986",0.03115265
"547","4/3/1986",-0.01963746
"548","4/4/1986",-0.01078582
"549","4/7/1986",-0.01557632
"550","4/8/1986",0.02056962
"551","4/9/1986",0
"552","4/10/1986",0.03410853
"553","4/11/1986",-0.0149925
"554","4/14/1986",-0.00608828
"555","4/15/1986",0.004594181
"556","4/16/1986",0.01981707
"557","4/17/1986",-0.002989537
"558","4/18/1986",0
"559","4/21/1986",0.0149925
"560","4/22/1986",-0.001477105
"561","4/23/1986",-0.00887574
"562","4/24/1986",-0.02089552
"563","4/25/1986",-0.0152439
"564","4/28/1986",-0.008359132
"565","4/29/1986",-0.01577287
"566","4/30/1986",-0.03044872
"567","5/1/1986",0.02479339
"568","5/2/1986",-0.003225806
"569","5/5/1986",0.0210356
"570","5/6/1986",0.00792393
"571","5/7/1986",0.02515723
"572","5/8/1986",-0.01380368
"573","5/9/1986",-0.01088647
"574","5/12/1986",0.001572327
"575","5/13/1986",-0.02040816
"576","5/14/1986",0.009615385
"577","5/15/1986",-0.02222222
"578","5/16/1986",-0.01461039
"579","5/19/1986",0.001647446
"580","5/20/1986",0.006578947
"581","5/21/1986",0.0130719
"582","5/22/1986",0.02258065
"583","5/23/1986",-0.01577287
"584","5/27/1986",0.01442308
"585","5/28/1986",0.01263823
"586","5/29/1986",0.01404056
"587","5/30/1986",-0.009230769
"588","6/2/1986",0.00310559
"589","6/3/1986",0.007739938
"590","6/4/1986",-0.01152074
"591","6/5/1986",-0.00932401
"592","6/6/1986",0.004705882
"593","6/9/1986",-0.03044496
"594","6/10/1986",0.01449275
"595","6/11/1986",0
"596","6/12/1986",0.00952381
"597","6/13/1986",0.0259434
"598","6/16/1986",-0.002298851
"599","6/17/1986",-0.01612903
"600","6/18/1986",-0.00234192
"601","6/19/1986",-0.002347418
"602","6/20/1986",0.01176471
"603","6/23/1986",-0.009302326
"604","6/24/1986",0.01643192
"605","6/25/1986",0.01616628
"606","6/26/1986",0.002272727
"607","6/27/1986",0
"608","6/30/1986",0
"609","7/1/1986",0.006802721
"610","7/2/1986",-0.004504505
"611","7/3/1986",-0.009049774
"612","7/7/1986",-0.04109589
"613","7/8/1986",-0.01428571
"614","7/9/1986",0.004830918
"615","7/10/1986",0.007211538
"616","7/11/1986",-0.002386635
"617","7/14/1986",0.01435407
"618","7/15/1986",0
"619","7/16/1986",0.01179245
"620","7/17/1986",0.03030303
"621","7/18/1986",0.004524887
"622","7/21/1986",0.02252252
"623","7/22/1986",0.002202643
"624","7/23/1986",-0.01098901
"625","7/24/1986",-0.004444445
"626","7/25/1986",0.01785714
"627","7/28/1986",-0.02412281
"628","7/29/1986",0.000898877
"629","7/30/1986",-0.006802721
"630","7/31/1986",-0.02283105
"631","8/1/1986",-0.004672897
"632","8/4/1986",0.03286385
"633","8/5/1986",0
"634","8/6/1986",-0.01590909
"635","8/7/1986",0.004618938
"636","8/8/1986",0.002298851
"637","8/11/1986",0.03899083
"638","8/12/1986",0.03752759
"639","8/13/1986",0.0212766
"640","8/14/1986",-0.004166667
"641","8/15/1986",-0.0125523
"642","8/18/1986",0.008474576
"643","8/19/1986",0.0210084
"644","8/20/1986",0.02674897
"645","8/21/1986",-0.006012024
"646","8/22/1986",0
"647","8/25/1986",-0.008064516
"648","8/26/1986",0.01829268
"649","8/27/1986",0.007984032
"650","8/28/1986",-0.02376238
"651","8/29/1986",-0.03042596
"652","9/2/1986",-0.0209205
"653","9/3/1986",-0.01068376
"654","9/4/1986",-0.002159827
"655","9/5/1986",0.01298701
"656","9/8/1986",-0.01068376
"657","9/9/1986",0
"658","9/10/1986",0
"659","9/11/1986",-0.04967603
"660","9/12/1986",-0.04090909
"661","9/15/1986",0.02369668
"662","9/16/1986",-0.01388889
"663","9/17/1986",0.002347418
"664","9/18/1986",-0.004683841
"665","9/19/1986",-0.02117647
"666","9/22/1986",0.03846154
"667","9/23/1986",0.009259259
"668","9/24/1986",-0.01834862
"669","9/25/1986",-0.02803738
"670","9/26/1986",-0.02163462
"671","9/29/1986",0.02702703
"672","9/30/1986",0.01435407
"673","10/1/1986",0.01886792
"674","10/2/1986",0.01388889
"675","10/3/1986",-0.01598174
"676","10/6/1986",0.01160093
"677","10/7/1986",0.01376147
"678","10/8/1986",0.01357466
"679","10/9/1986",-0.03348214
"680","10/10/1986",-0.004618938
"681","10/13/1986",0.01856148
